"teamid","teamname","season","total_won_home","total_games","percent_won"
3132,"Bowling Green",2009,"15","28","53.57"
3132,"Bowling Green",2010,"16","27","59.26"
3132,"Bowling Green",2011,"17","28","60.71"
3132,"Bowling Green",2012,"2","23","8.70"
3132,"Bowling Green",2013,"1","21","4.76"
3132,"Bowling Green",2015,"4","9","44.44"
3132,"Bowling Green",2016,"6","10","60.00"
3132,"Bowling Green",2017,"1","6","16.67"
3132,"Bowling Green",2018,"5","10","50.00"
3132,"Bowling Green",2019,"6","8","75.00"
3132,"Bowling Green",2020,"4","8","50.00"
3133,"Bradley",1998,"5","8","62.50"
3133,"Bradley",1999,"4","6","66.67"
3133,"Bradley",2000,"5","7","71.43"
3133,"Bradley",2001,"6","9","66.67"
3133,"Bradley",2002,"9","15","60.00"
3133,"Bradley",2003,"7","13","53.85"
3133,"Bradley",2004,"6","9","66.67"
3133,"Bradley",2005,"7","15","46.67"
3133,"Bradley",2006,"7","9","77.78"
3133,"Bradley",2007,"7","12","58.33"
3133,"Bradley",2008,"9","12","75.00"
3133,"Bradley",2009,"12","21","57.14"
3133,"Bradley",2010,"9","16","56.25"
3133,"Bradley",2015,"4","6","66.67"
3133,"Bradley",2016,"4","8","50.00"
3133,"Bradley",2017,"6","11","54.55"
3133,"Bradley",2018,"5","12","41.67"
3133,"Bradley",2019,"11","19","57.89"
3133,"Bradley",2020,"11","21","52.38"
3135,"Brown",1998,"6","9","66.67"
3135,"Brown",1999,"8","12","66.67"
3135,"Brown",2000,"4","8","50.00"
3135,"Brown",2001,"5","9","55.56"
3135,"Brown",2002,"2","5","40.00"
3135,"Brown",2003,"8","15","53.33"
3135,"Brown",2004,"10","16","62.50"
3135,"Brown",2005,"7","18","38.89"
3135,"Brown",2006,"11","18","61.11"
3135,"Brown",2007,"4","5","80.00"
3135,"Brown",2008,"2","2","100.00"
3135,"Brown",2009,"1","3","33.33"
3135,"Brown",2010,"5","8","62.50"
3135,"Brown",2011,"6","10","60.00"
3135,"Brown",2012,"8","15","53.33"
3135,"Brown",2013,"5","9","55.56"
3135,"Brown",2014,"5","10","50.00"
3135,"Brown",2015,"4","10","40.00"
3135,"Brown",2016,"7","13","53.85"
3135,"Brown",2017,"7","15","46.67"
3135,"Brown",2018,"6","14","42.86"
3135,"Brown",2019,"4","7","57.14"
3135,"Brown",2020,"2","8","25.00"
3136,"Bryant",2009,"6","11","54.55"
3136,"Bryant",2010,"8","13","61.54"
3136,"Bryant",2011,"7","10","70.00"
3136,"Bryant",2012,"8","14","57.14"
3136,"Bryant",2013,"6","12","50.00"
3136,"Bryant",2014,"9","17","52.94"
3136,"Bryant",2015,"13","22","59.09"
3136,"Bryant",2016,"10","18","55.56"
3136,"Bryant",2017,"12","18","66.67"
3136,"Bryant",2018,"4","9","44.44"
3136,"Bryant",2019,"7","11","63.64"
3136,"Bryant",2020,"5","10","50.00"
3137,"Bucknell",1998,"5","9","55.56"
3137,"Bucknell",1999,"9","13","69.23"
3137,"Bucknell",2000,"8","15","53.33"
3137,"Bucknell",2001,"10","20","50.00"
3137,"Bucknell",2002,"11","20","55.00"
3137,"Bucknell",2003,"7","13","53.85"
3137,"Bucknell",2004,"8","15","53.33"
3137,"Bucknell",2005,"7","10","70.00"
3137,"Bucknell",2006,"10","18","55.56"
3137,"Bucknell",2007,"11","20","55.00"
3137,"Bucknell",2008,"7","16","43.75"
3137,"Bucknell",2009,"8","16","50.00"
3137,"Bucknell",2010,"4","6","66.67"
3137,"Bucknell",2011,"7","11","63.64"
3137,"Bucknell",2012,"3","5","60.00"
3137,"Bucknell",2013,"8","15","53.33"
3137,"Bucknell",2014,"10","16","62.50"
3137,"Bucknell",2015,"10","18","55.56"
3137,"Bucknell",2016,"14","24","58.33"
3137,"Bucknell",2017,"16","27","59.26"
3137,"Bucknell",2018,"12","22","54.55"
3137,"Bucknell",2019,"15","28","53.57"
3137,"Bucknell",2020,"13","24","54.17"
3138,"Buffalo",1998,"9","12","75.00"
3138,"Buffalo",1999,"10","15","66.67"
3138,"Buffalo",2000,"7","18","38.89"
3138,"Buffalo",2001,"12","19","63.16"
3138,"Buffalo",2002,"5","9","55.56"
3138,"Buffalo",2003,"9","18","50.00"
3138,"Buffalo",2004,"4","6","66.67"
3138,"Buffalo",2005,"4","4","100.00"
3138,"Buffalo",2006,"4","10","40.00"
3138,"Buffalo",2007,"5","10","50.00"
3138,"Buffalo",2008,"7","15","46.67"
3138,"Buffalo",2009,"4","8","50.00"
3138,"Buffalo",2010,"4","7","57.14"
3138,"Buffalo",2011,"7","16","43.75"
3138,"Buffalo",2012,"5","9","55.56"
3138,"Buffalo",2013,"6","12","50.00"
3138,"Buffalo",2014,"8","16","50.00"
3138,"Buffalo",2015,"10","19","52.63"
3138,"Buffalo",2016,"9","20","45.00"
3138,"Buffalo",2017,"13","22","59.09"
3138,"Buffalo",2018,"12","27","44.44"
3138,"Buffalo",2019,"9","23","39.13"
3138,"Buffalo",2020,"11","19","57.89"
3139,"Butler",1998,"17","24","70.83"
3139,"Butler",1999,"13","17","76.47"
3139,"Butler",2000,"4","10","40.00"
3139,"Butler",2001,"4","8","50.00"
3139,"Butler",2002,"2","3","66.67"
3139,"Butler",2003,"3","6","50.00"
3139,"Butler",2004,"7","14","50.00"
3139,"Butler",2005,"6","13","46.15"
3139,"Butler",2006,"7","15","46.67"
3139,"Butler",2007,"9","16","56.25"
3139,"Butler",2008,"9","19","47.37"
3139,"Butler",2009,"9","18","50.00"
3139,"Butler",2010,"12","23","52.17"
3139,"Butler",2011,"10","19","52.63"
3139,"Butler",2012,"8","12","66.67"
3139,"Butler",2013,"9","17","52.94"
3139,"Butler",2014,"7","15","46.67"
3139,"Butler",2015,"7","13","53.85"
3139,"Butler",2016,"6","10","60.00"
3139,"Butler",2017,"4","6","66.67"
3139,"Butler",2018,"7","15","46.67"
3139,"Butler",2019,"12","21","57.14"
3139,"Butler",2020,"13","19","68.42"
3140,"BYU",1998,"7","14","50.00"
3140,"BYU",1999,"11","16","68.75"
3140,"BYU",2000,"10","21","47.62"
3140,"BYU",2001,"11","18","61.11"
3140,"BYU",2002,"11","22","50.00"
3140,"BYU",2003,"11","19","57.89"
3140,"BYU",2004,"5","15","33.33"
3140,"BYU",2005,"13","19","68.42"
3140,"BYU",2006,"12","25","48.00"
3140,"BYU",2007,"12","23","52.17"
3140,"BYU",2008,"9","13","69.23"
3140,"BYU",2009,"8","18","44.44"
3140,"BYU",2010,"10","20","50.00"
3140,"BYU",2011,"12","22","54.55"
3140,"BYU",2012,"12","25","48.00"
3140,"BYU",2013,"12","20","60.00"
3140,"BYU",2014,"13","26","50.00"
3140,"BYU",2015,"11","22","50.00"
3140,"BYU",2016,"12","25","48.00"
3140,"BYU",2017,"11","20","55.00"
3140,"BYU",2018,"11","16","68.75"
3140,"BYU",2019,"12","25","48.00"
3140,"BYU",2020,"10","17","58.82"
3141,"C Michigan",1998,"7","10","70.00"
3141,"C Michigan",1999,"7","11","63.64"
3141,"C Michigan",2000,"6","9","66.67"
3141,"C Michigan",2001,"2","3","66.67"
3141,"C Michigan",2002,"4","8","50.00"
3141,"C Michigan",2003,"6","10","60.00"
3141,"C Michigan",2004,"1","4","25.00"
3141,"C Michigan",2005,"7","9","77.78"
3141,"C Michigan",2006,"7","15","46.67"
3141,"C Michigan",2007,"5","9","55.56"
3141,"C Michigan",2008,"2","6","33.33"
3141,"C Michigan",2009,"10","18","55.56"
3141,"C Michigan",2010,"10","12","83.33"
3141,"C Michigan",2011,"9","20","45.00"
3141,"C Michigan",2012,"7","19","36.84"
3141,"C Michigan",2013,"9","21","42.86"
3141,"C Michigan",2014,"11","20","55.00"
3141,"C Michigan",2015,"7","13","53.85"
3141,"C Michigan",2016,"11","22","50.00"
3141,"C Michigan",2017,"15","23","65.22"
3141,"C Michigan",2018,"11","27","40.74"
3141,"C Michigan",2019,"10","25","40.00"
3141,"C Michigan",2020,"13","23","56.52"
3142,"Cal Poly",1998,"2","6","33.33"
3142,"Cal Poly",1999,"4","6","66.67"
3142,"Cal Poly",2000,"7","9","77.78"
3142,"Cal Poly",2001,"8","11","72.73"
3142,"Cal Poly",2002,"7","10","70.00"
3142,"Cal Poly",2003,"4","9","44.44"
3142,"Cal Poly",2004,"10","13","76.92"
3142,"Cal Poly",2005,"7","11","63.64"
3142,"Cal Poly",2006,"6","12","50.00"
3142,"Cal Poly",2007,"9","14","64.29"
3142,"Cal Poly",2008,"6","13","46.15"
3142,"Cal Poly",2009,"11","21","52.38"
3142,"Cal Poly",2010,"12","18","66.67"
3142,"Cal Poly",2011,"10","18","55.56"
3142,"Cal Poly",2012,"11","17","64.71"
3142,"Cal Poly",2013,"12","21","57.14"
3142,"Cal Poly",2014,"11","18","61.11"
3142,"Cal Poly",2015,"9","15","60.00"
3142,"Cal Poly",2016,"8","15","53.33"
3142,"Cal Poly",2017,"8","11","72.73"
3142,"Cal Poly",2018,"10","16","62.50"
3142,"Cal Poly",2019,"4","5","80.00"
3142,"Cal Poly",2020,"6","10","60.00"
3143,"California",1998,"5","6","83.33"
3143,"California",1999,"10","12","83.33"
3143,"California",2000,"7","11","63.64"
3143,"California",2001,"5","12","41.67"
3143,"California",2002,"5","7","71.43"
3143,"California",2003,"7","10","70.00"
3143,"California",2004,"8","12","66.67"
3143,"California",2005,"8","11","72.73"
3143,"California",2006,"12","18","66.67"
3143,"California",2007,"14","23","60.87"
3143,"California",2008,"15","26","57.69"
3143,"California",2009,"14","25","56.00"
3143,"California",2010,"10","18","55.56"
3143,"California",2011,"11","17","64.71"
3143,"California",2012,"15","24","62.50"
3143,"California",2013,"15","28","53.57"
3143,"California",2014,"11","21","52.38"
3143,"California",2015,"11","23","47.83"
3143,"California",2016,"10","15","66.67"
3143,"California",2017,"11","19","57.89"
3143,"California",2018,"12","21","57.14"
3143,"California",2019,"9","19","47.37"
3143,"California",2020,"7","12","58.33"
3144,"Campbell",1998,"11","16","68.75"
3144,"Campbell",1999,"11","16","68.75"
3144,"Campbell",2000,"10","19","52.63"
3144,"Campbell",2001,"12","21","57.14"
3144,"Campbell",2002,"9","13","69.23"
3144,"Campbell",2003,"6","8","75.00"
3144,"Campbell",2004,"5","9","55.56"
3144,"Campbell",2005,"7","9","77.78"
3144,"Campbell",2006,"7","11","63.64"
3144,"Campbell",2007,"5","8","62.50"
3144,"Campbell",2008,"5","12","41.67"
3144,"Campbell",2009,"8","11","72.73"
3144,"Campbell",2010,"8","14","57.14"
3144,"Campbell",2011,"9","13","69.23"
3144,"Campbell",2012,"8","16","50.00"
3144,"Campbell",2013,"8","18","44.44"
3144,"Campbell",2014,"10","17","58.82"
3144,"Campbell",2015,"11","17","64.71"
3144,"Campbell",2016,"6","13","46.15"
3144,"Campbell",2017,"8","18","44.44"
3144,"Campbell",2018,"7","13","53.85"
3144,"Campbell",2019,"8","19","42.11"
3144,"Campbell",2020,"10","19","52.63"
3145,"Canisius",1998,"2","2","100.00"
3145,"Canisius",1999,"9","13","69.23"
3145,"Canisius",2000,"7","10","70.00"
3145,"Canisius",2001,"4","9","44.44"
3145,"Canisius",2002,"6","12","50.00"
3145,"Canisius",2003,"6","16","37.50"
3145,"Canisius",2004,"8","19","42.11"
3145,"Canisius",2005,"10","21","47.62"
3145,"Canisius",2006,"9","18","50.00"
3145,"Canisius",2007,"8","16","50.00"
3145,"Canisius",2008,"10","13","76.92"
3145,"Canisius",2009,"13","24","54.17"
3145,"Canisius",2010,"6","12","50.00"
3145,"Canisius",2011,"6","11","54.55"
3145,"Canisius",2012,"7","12","58.33"
3145,"Canisius",2013,"6","12","50.00"
3145,"Canisius",2014,"8","13","61.54"
3145,"Canisius",2015,"5","10","50.00"
3145,"Canisius",2016,"8","13","61.54"
3145,"Canisius",2017,"6","10","60.00"
3145,"Canisius",2018,"5","10","50.00"
3145,"Canisius",2019,"7","11","63.64"
3145,"Canisius",2020,"4","5","80.00"
3146,"Cent Arkansas",2007,"5","10","50.00"
3146,"Cent Arkansas",2008,"2","6","33.33"
3146,"Cent Arkansas",2009,"5","6","83.33"
3146,"Cent Arkansas",2010,"11","17","64.71"
3146,"Cent Arkansas",2011,"8","17","47.06"
3146,"Cent Arkansas",2012,"12","20","60.00"
3146,"Cent Arkansas",2013,"4","11","36.36"
3146,"Cent Arkansas",2014,"10","16","62.50"
3146,"Cent Arkansas",2015,"7","13","53.85"
3146,"Cent Arkansas",2016,"9","24","37.50"
3146,"Cent Arkansas",2017,"9","22","40.91"
3146,"Cent Arkansas",2018,"8","18","44.44"
3146,"Cent Arkansas",2019,"4","8","50.00"
3146,"Cent Arkansas",2020,"6","10","60.00"
3147,"Centenary",2002,"1","5","20.00"
3147,"Centenary",2003,"2","3","66.67"
3147,"Centenary",2004,"3","3","100.00"
3147,"Centenary",2006,"3","3","100.00"
3147,"Centenary",2007,"4","5","80.00"
3147,"Centenary",2008,"3","3","100.00"
3147,"Centenary",2009,"3","4","75.00"
3147,"Centenary",2010,"1","2","50.00"
3147,"Centenary",2011,"1","1","100.00"
3148,"Central Conn",1998,"10","16","62.50"
3148,"Central Conn",1999,"7","11","63.64"
3148,"Central Conn",2000,"5","8","62.50"
3148,"Central Conn",2001,"6","14","42.86"
3148,"Central Conn",2002,"4","5","80.00"
3148,"Central Conn",2003,"4","8","50.00"
3148,"Central Conn",2004,"2","4","50.00"
3148,"Central Conn",2005,"5","9","55.56"
3148,"Central Conn",2006,"7","8","87.50"
3148,"Central Conn",2007,"3","6","50.00"
3148,"Central Conn",2008,"2","4","50.00"
3148,"Central Conn",2009,"9","18","50.00"
3148,"Central Conn",2010,"4","12","33.33"
3148,"Central Conn",2011,"10","19","52.63"
3148,"Central Conn",2012,"8","13","61.54"
3148,"Central Conn",2013,"11","16","68.75"
3148,"Central Conn",2014,"7","11","63.64"
3148,"Central Conn",2015,"11","19","57.89"
3148,"Central Conn",2016,"7","12","58.33"
3148,"Central Conn",2017,"7","11","63.64"
3148,"Central Conn",2018,"4","7","57.14"
3148,"Central Conn",2019,"4","7","57.14"
3148,"Central Conn",2020,"3","4","75.00"
3149,"Charleston So",1998,"4","9","44.44"
3149,"Charleston So",1999,"10","14","71.43"
3149,"Charleston So",2000,"3","5","60.00"
3149,"Charleston So",2001,"10","13","76.92"
3149,"Charleston So",2002,"7","10","70.00"
3149,"Charleston So",2003,"5","11","45.45"
3149,"Charleston So",2004,"5","9","55.56"
3149,"Charleston So",2005,"7","11","63.64"
3149,"Charleston So",2006,"3","4","75.00"
3149,"Charleston So",2007,"5","7","71.43"
3149,"Charleston So",2008,"4","6","66.67"
3149,"Charleston So",2009,"5","9","55.56"
3149,"Charleston So",2010,"9","14","64.29"
3149,"Charleston So",2011,"7","11","63.64"
3149,"Charleston So",2012,"8","14","57.14"
3149,"Charleston So",2013,"2","5","40.00"
3149,"Charleston So",2014,"2","5","40.00"
3149,"Charleston So",2015,"1","1","100.00"
3149,"Charleston So",2016,"6","11","54.55"
3149,"Charleston So",2017,"9","15","60.00"
3149,"Charleston So",2018,"4","8","50.00"
3149,"Charleston So",2019,"6","11","54.55"
3149,"Charleston So",2020,"1","2","50.00"
3150,"Charlotte",1998,"5","10","50.00"
3150,"Charlotte",1999,"4","6","66.67"
3150,"Charlotte",2000,"4","11","36.36"
3150,"Charlotte",2001,"7","9","77.78"
3150,"Charlotte",2002,"9","15","60.00"
3150,"Charlotte",2003,"12","21","57.14"
3150,"Charlotte",2004,"10","16","62.50"
3150,"Charlotte",2005,"12","21","57.14"
3150,"Charlotte",2006,"12","20","60.00"
3150,"Charlotte",2007,"12","18","66.67"
3150,"Charlotte",2008,"12","18","66.67"
3150,"Charlotte",2009,"11","23","47.83"
3150,"Charlotte",2010,"12","17","70.59"
3150,"Charlotte",2011,"11","23","47.83"
3150,"Charlotte",2012,"10","16","62.50"
3150,"Charlotte",2013,"12","24","50.00"
3150,"Charlotte",2014,"10","15","66.67"
3150,"Charlotte",2015,"8","15","53.33"
3150,"Charlotte",2016,"12","19","63.16"
3150,"Charlotte",2017,"10","21","47.62"
3150,"Charlotte",2018,"9","14","64.29"
3150,"Charlotte",2019,"13","18","72.22"
3150,"Charlotte",2020,"11","21","52.38"
3151,"Chattanooga",1998,"7","9","77.78"
3151,"Chattanooga",1999,"5","10","50.00"
3151,"Chattanooga",2000,"11","24","45.83"
3151,"Chattanooga",2001,"16","24","66.67"
3151,"Chattanooga",2002,"12","23","52.17"
3151,"Chattanooga",2003,"11","26","42.31"
3151,"Chattanooga",2004,"13","28","46.43"
3151,"Chattanooga",2005,"11","24","45.83"
3151,"Chattanooga",2006,"13","27","48.15"
3151,"Chattanooga",2007,"10","25","40.00"
3151,"Chattanooga",2008,"13","29","44.83"
3151,"Chattanooga",2009,"13","22","59.09"
3151,"Chattanooga",2010,"12","24","50.00"
3151,"Chattanooga",2011,"9","17","52.94"
3151,"Chattanooga",2012,"13","22","59.09"
3151,"Chattanooga",2013,"13","29","44.83"
3151,"Chattanooga",2014,"13","29","44.83"
3151,"Chattanooga",2015,"13","29","44.83"
3151,"Chattanooga",2016,"14","24","58.33"
3151,"Chattanooga",2017,"11","21","52.38"
3151,"Chattanooga",2018,"8","17","47.06"
3151,"Chattanooga",2019,"7","13","53.85"
3151,"Chattanooga",2020,"6","11","54.55"
3152,"Chicago St",1999,"1","1","100.00"
3152,"Chicago St",2000,"1","1","100.00"
3152,"Chicago St",2001,"8","10","80.00"
3152,"Chicago St",2002,"7","11","63.64"
3152,"Chicago St",2003,"6","13","46.15"
3152,"Chicago St",2004,"4","6","66.67"
3152,"Chicago St",2005,"7","11","63.64"
3152,"Chicago St",2006,"6","10","60.00"
3152,"Chicago St",2007,"2","5","40.00"
3152,"Chicago St",2008,"7","14","50.00"
3152,"Chicago St",2009,"9","15","60.00"
3152,"Chicago St",2010,"6","10","60.00"
3152,"Chicago St",2011,"9","20","45.00"
3152,"Chicago St",2012,"4","5","80.00"
3152,"Chicago St",2013,"3","3","100.00"
3152,"Chicago St",2015,"1","2","50.00"
3152,"Chicago St",2016,"3","4","75.00"
3152,"Chicago St",2019,"2","2","100.00"
3153,"Cincinnati",1998,"15","21","71.43"
3153,"Cincinnati",1999,"15","22","68.18"
3153,"Cincinnati",2000,"13","17","76.47"
3153,"Cincinnati",2001,"16","22","72.73"
3153,"Cincinnati",2002,"17","25","68.00"
3153,"Cincinnati",2003,"15","23","65.22"
3153,"Cincinnati",2004,"11","15","73.33"
3153,"Cincinnati",2005,"8","9","88.89"
3153,"Cincinnati",2006,"12","17","70.59"
3153,"Cincinnati",2007,"12","15","80.00"
3153,"Cincinnati",2008,"9","12","75.00"
3153,"Cincinnati",2009,"11","14","78.57"
3153,"Cincinnati",2010,"7","12","58.33"
3153,"Cincinnati",2011,"5","8","62.50"
3153,"Cincinnati",2012,"7","15","46.67"
3153,"Cincinnati",2013,"9","12","75.00"
3153,"Cincinnati",2014,"6","13","46.15"
3153,"Cincinnati",2015,"5","8","62.50"
3153,"Cincinnati",2016,"5","8","62.50"
3153,"Cincinnati",2017,"10","15","66.67"
3153,"Cincinnati",2018,"11","18","61.11"
3153,"Cincinnati",2019,"14","21","66.67"
3153,"Cincinnati",2020,"14","22","63.64"
3155,"Clemson",1998,"17","22","77.27"
3155,"Clemson",1999,"13","24","54.17"
3155,"Clemson",2000,"9","18","50.00"
3155,"Clemson",2001,"12","20","60.00"
3155,"Clemson",2002,"12","17","70.59"
3155,"Clemson",2003,"8","14","57.14"
3155,"Clemson",2004,"9","17","52.94"
3155,"Clemson",2005,"6","8","75.00"
3155,"Clemson",2006,"6","8","75.00"
3155,"Clemson",2007,"7","12","58.33"
3155,"Clemson",2008,"5","12","41.67"
3155,"Clemson",2009,"7","14","50.00"
3155,"Clemson",2010,"9","13","69.23"
3155,"Clemson",2011,"8","10","80.00"
3155,"Clemson",2012,"3","6","50.00"
3155,"Clemson",2013,"6","9","66.67"
3155,"Clemson",2014,"7","13","53.85"
3155,"Clemson",2015,"9","9","100.00"
3155,"Clemson",2016,"3","4","75.00"
3155,"Clemson",2017,"9","15","60.00"
3155,"Clemson",2018,"7","11","63.64"
3155,"Clemson",2019,"12","19","63.16"
3155,"Clemson",2020,"4","8","50.00"
3156,"Cleveland St",1998,"8","13","61.54"
3156,"Cleveland St",1999,"11","15","73.33"
3156,"Cleveland St",2000,"7","14","50.00"
3156,"Cleveland St",2001,"10","15","66.67"
3156,"Cleveland St",2002,"7","11","63.64"
3156,"Cleveland St",2003,"6","11","54.55"
3156,"Cleveland St",2004,"8","12","66.67"
3156,"Cleveland St",2005,"3","4","75.00"
3156,"Cleveland St",2006,"2","3","66.67"
3156,"Cleveland St",2007,"6","8","75.00"
3156,"Cleveland St",2008,"9","19","47.37"
3156,"Cleveland St",2009,"11","19","57.89"
3156,"Cleveland St",2010,"10","18","55.56"
3156,"Cleveland St",2011,"12","19","63.16"
3156,"Cleveland St",2012,"6","11","54.55"
3156,"Cleveland St",2013,"9","12","75.00"
3156,"Cleveland St",2014,"8","13","61.54"
3156,"Cleveland St",2015,"12","17","70.59"
3156,"Cleveland St",2016,"6","9","66.67"
3156,"Cleveland St",2017,"5","13","38.46"
3156,"Cleveland St",2018,"10","19","52.63"
3156,"Cleveland St",2019,"5","8","62.50"
3156,"Cleveland St",2020,"8","19","42.11"
3157,"Coastal Car",1998,"4","6","66.67"
3157,"Coastal Car",1999,"12","16","75.00"
3157,"Coastal Car",2000,"10","17","58.82"
3157,"Coastal Car",2001,"8","12","66.67"
3157,"Coastal Car",2002,"4","9","44.44"
3157,"Coastal Car",2003,"5","11","45.45"
3157,"Coastal Car",2004,"6","11","54.55"
3157,"Coastal Car",2005,"6","8","75.00"
3157,"Coastal Car",2006,"7","14","50.00"
3157,"Coastal Car",2007,"7","14","50.00"
3157,"Coastal Car",2008,"7","12","58.33"
3157,"Coastal Car",2009,"7","13","53.85"
3157,"Coastal Car",2010,"9","14","64.29"
3157,"Coastal Car",2011,"3","7","42.86"
3157,"Coastal Car",2012,"8","9","88.89"
3157,"Coastal Car",2013,"1","10","10.00"
3157,"Coastal Car",2015,"6","8","75.00"
3157,"Coastal Car",2016,"5","9","55.56"
3157,"Coastal Car",2017,"6","12","50.00"
3157,"Coastal Car",2018,"11","15","73.33"
3157,"Coastal Car",2019,"9","15","60.00"
3157,"Coastal Car",2020,"12","23","52.17"
3158,"Col Charleston",1998,"5","7","71.43"
3158,"Col Charleston",1999,"3","6","50.00"
3158,"Col Charleston",2001,"8","10","80.00"
3158,"Col Charleston",2002,"8","11","72.73"
3158,"Col Charleston",2003,"4","8","50.00"
3158,"Col Charleston",2004,"3","7","42.86"
3158,"Col Charleston",2005,"8","14","57.14"
3158,"Col Charleston",2006,"6","10","60.00"
3158,"Col Charleston",2007,"5","8","62.50"
3158,"Col Charleston",2008,"7","14","50.00"
3158,"Col Charleston",2009,"11","22","50.00"
3158,"Col Charleston",2010,"12","19","63.16"
3158,"Col Charleston",2011,"6","9","66.67"
3158,"Col Charleston",2012,"3","7","42.86"
3158,"Col Charleston",2013,"7","15","46.67"
3158,"Col Charleston",2014,"10","17","58.82"
3158,"Col Charleston",2015,"4","5","80.00"
3158,"Col Charleston",2016,"7","11","63.64"
3158,"Col Charleston",2017,"5","9","55.56"
3158,"Col Charleston",2018,"2","7","28.57"
3158,"Col Charleston",2019,"4","6","66.67"
3158,"Col Charleston",2020,"7","12","58.33"
3159,"Colgate",1998,"5","7","71.43"
3159,"Colgate",1999,"6","8","75.00"
3159,"Colgate",2000,"9","13","69.23"
3159,"Colgate",2001,"3","7","42.86"
3159,"Colgate",2002,"8","13","61.54"
3159,"Colgate",2003,"3","9","33.33"
3159,"Colgate",2004,"12","21","57.14"
3159,"Colgate",2005,"7","12","58.33"
3159,"Colgate",2006,"5","9","55.56"
3159,"Colgate",2007,"3","6","50.00"
3159,"Colgate",2009,"2","5","40.00"
3159,"Colgate",2010,"8","10","80.00"
3159,"Colgate",2011,"5","7","71.43"
3159,"Colgate",2012,"7","8","87.50"
3159,"Colgate",2013,"7","10","70.00"
3159,"Colgate",2014,"4","8","50.00"
3159,"Colgate",2015,"6","9","66.67"
3159,"Colgate",2016,"4","7","57.14"
3159,"Colgate",2017,"6","10","60.00"
